movie_title;actor_1;actor_2;actor_3;actor_4;actor_5;actor_6;actor_7;actor_8;actor_9;actor_10
Shallow Hal;Gwyneth Paltrow;Jack Black;Jason Alexander;Joe Viterelli;Bruce McGill;Tony Robbins;Susan Ward;Zen Gesner;Brooke Burns;Rob Moran
JFK;Kevin Costner;Tommy Lee Jones;Gary Oldman;Kevin Bacon;Michael Rooker;Jack Lemmon;Laurie Metcalf;Sissy Spacek;Joe Pesci;John Candy
Big Momma's House 2;Martin Lawrence;Nia Long;Emily Procter;Zachary Levi;Mark Moses;Kat Dennings;Marisol Nichols;;;
The Mexican;Brad Pitt;Julia Roberts;James Gandolfini;J.K. Simmons;Gene Hackman;Bob Balaban;Michael Cerveris;Richard Coca;David Krumholtz;Castulo Guerra
17 Again;Zac Efron;Leslie Mann;Matthew Perry;Tyler Steelman;Allison Miller;Michelle Trachtenberg;Sterling Knight;Thomas Lennon;Kat Graham;Tiya Sircar
The Other Woman;Cameron Diaz;Leslie Mann;Kate Upton;Don Johnson;Nikolaj Coster-Waldau;Taylor Kinney;Nicki Minaj;Alyshia Ochse;David Thornton;Kenneth Maharaj
The Final Destination;Bobby Campo;Shantel VanSanten;Nick Zano;Haley Webb;Krista Allen;Andrew Fiscella;Justin Welborn;Lara Grice;Jackson Walker;Mykelti Williamson
Bridge of Spies;Tom Hanks;Mark Rylance;Amy Ryan;Alan Alda;Sebastian Koch;Austin Stowell;Billy Magnussen;Michael Simon Hall;Edward James Hyland;Stephen Kunken
Behind Enemy Lines;Owen Wilson;Gene Hackman;Gabriel Macht;Charles Malik Whitfield;David Keith;Olek Krupa;Joaquim de Almeida;Vladimir Mashkov;Marko Igonda;Eyal Podell
Small Soldiers;Gregory Smith;Kirsten Dunst;Denis Leary;Phil Hartman;David Cross;Jay Mohr;Kevin Dunn;Ann Magnuson;Wendy Schaal;Jacob Smith
Spawn;Michael Jai White;Martin Sheen;John Leguizamo;Theresa Randle;Nicol Williamson;D. B. Sweeney;Melinda Clarke;Miko Hughes;Sydni Beaudoin;Frank Welker
The Count of Monte Cristo;Jim Caviezel;Guy Pearce;Richard Harris;James Frain;Michael Wincott;Christopher Adamson;J. B. Blanc;Henry Cavill;;
The Lincoln Lawyer;Matthew McConaughey;Marisa Tomei;Ryan Phillippe;William H. Macy;Josh Lucas;John Leguizamo;Bob Gunton;Frances Fisher;Bryan Cranston;Trace Adkins
Unknown;Liam Neeson;Diane Kruger;January Jones;Aidan Quinn;Bruno Ganz;Frank Langella;Sebastian Koch;Olivier Schneider;Stipe Erceg;Rainer Bock
The Prestige;Hugh Jackman;Christian Bale;Michael Caine;Scarlett Johansson;Andy Serkis;Samantha Mahurin;David Bowie;Piper Perabo;Rebecca Hall;Daniel Davis
Horrible Bosses 2;Jason Bateman;Jason Sudeikis;Charlie Day;Jennifer Aniston;Kevin Spacey;Jamie Foxx;Chris Pine;Christoph Waltz;Jonathan Banks;Lindsay Sloane
Escape from Planet Earth;Brendan Fraser;Rob Corddry;Ricky Gervais;Jessica Alba;Sarah Jessica Parker;Kaitlin Olson;Ashley Eckstein;Gregg Binkley;Steve Zahn;Craig Robinson
Apocalypto;Rudy Youngblood;Raoul Max Trujillo;Gerardo Taracena;Iazua Larios;Antonio Monroy;Jonathan Brewer;Morris Birdyellowhead;Israel Contreras;Espiridion Acosta Cache;Mayra Serbulo
The Living Daylights;Timothy Dalton;Maryam d'Abo;Joe Don Baker;John Rhys-Davies;Art Malik;Andreas Wisniewski;Thomas Wheatley;Desmond Llewelyn;Robert Brown;Geoffrey Keen
Predators;Topher Grace;Alice Braga;Laurence Fishburne;Adrien Brody;Danny Trejo;Walton Goggins;Oleg Taktarov;Louis Ozawa Changchien;Carey Jones;Brian Steele
Legal Eagles;Robert Redford;Debra Winger;Daryl Hannah;Brian Dennehy;Terence Stamp;Steven Hill;David Clennon;John McMartin;Jennifer Dundas;Roscoe Lee Browne
Secret Window;Johnny Depp;John Turturro;Timothy Hutton;Charles S. Dutton;Len Cariou;Joan Heney;John Dunn-Hill;Matt Holland;Gillian Ferrabee;Bronwen Mantel
The Lake House;Keanu Reeves;Sandra Bullock;Shohreh Aghdashloo;Christopher Plummer;Ebon Moss-Bachrach;Willeke van Ammelrooy;Dylan Walsh;Lynn Collins;Mike Bacarella;Kevin M. Brennan
The Skeleton Key;Kate Hudson;Gena Rowlands;Peter Sarsgaard;John Hurt;Joy Bryant;Marion Zinser;Maxine Barnett;Fahnlohnee R. Harris;Deneen Tyler;Ann Dalrymple
The Odd Life of Timothy Green;Jennifer Garner;Joel Edgerton;Ron Livingston;Rosemarie DeWitt;CJ Adams;Patrick Brouder;Chan Creswell;William J. Harrison;Odeya Rush;Shohreh Aghdashloo
Made of Honor;Patrick Dempsey;Michelle Monaghan;Kevin McKidd;Chris Messina;Richmond Arquette;Busy Philipps;Kadeem Hardison;Whitney Cummings;Kathleen Quinlan;Sydney Pollack
Jersey Boys;Christopher Walken;Vincent Piazza;Freya Tingley;James Madio;Sean Whalen;Kathrine Narducci;Francesca Eastwood;Mike Doyle;Steve Schirripa;Barry Livingston
The Rainmaker;Matt Damon;Danny DeVito;Jon Voight;Claire Danes;Mary Kay Place;Dean Stockwell;Virginia Madsen;Mickey Rourke;Randy Travis;Roy Scheider
Gothika;Halle Berry;Robert Downey Jr.;Charles S. Dutton;John Carroll Lynch;Bernard Hill;Dorian Harewood;Kathleen Mackey;Matthew G. Taylor;Andrea Sheldon;Bronwen Mantel
Amistad;Morgan Freeman;Nigel Hawthorne;Anthony Hopkins;Djimon Hounsou;Matthew McConaughey;David Paymer;Pete Postlethwaite;Chiwetel Ejiofor;Anna Paquin;John Ortiz
Medicine Man;Sean Connery;Lorraine Bracco;Rodolfo De Alexandre;Angelo Barra Moreira;Francisco Tsiren Tsere Rereme;Elias Monteiro Da Silva;Edinei Maria Serrio Dos Santos;Bec-Kana-Re Dos Santos Kaiapo;;
Ri¢hie Ri¢h;Macaulay Culkin;John Larroquette;Edward Herrmann;Christine Ebersole;Michael Maccarone;Joel Robinson;Jonathan Hilario;Rory Culkin;Jonathan Hyde;Stephi Lineburg
Autumn in New York;Richard Gere;Winona Ryder;Anthony LaPaglia;Elaine Stritch;Vera Farmiga;Sherry Stringfield;Jill Hennessy;J.K. Simmons;Sam Trammell;Mary Beth Hurt
Paul;Seth Rogen;Simon Pegg;Nick Frost;Jason Bateman;Kristen Wiig;Bill Hader;Blythe Danner;Joe Lo Truglio;John Carroll Lynch;Jane Lynch
The Guilt Trip;Seth Rogen;Barbra Streisand;Yvonne Strahovski;Colin Hanks;Adam Scott;Danny Pudi;Kathy Najimy;Casey Wilson;Brett Cullen;Dale Dickey
Scream 4;David Arquette;Neve Campbell;Courteney Cox;Emma Roberts;Hayden Panettiere;Anthony Anderson;Adam Brody;Rory Culkin;Mary McDonnell;Marley Shelton
8MM;Nicolas Cage;Joaquin Phoenix;James Gandolfini;Chris Bauer;Anthony Heald;Peter Stormare;Catherine Keener;Norman Reedus;Amy Morton;Jenny Powell
The Doors;Val Kilmer;Meg Ryan;Kyle MacLachlan;Frank Whaley;Kevin Dillon;Michael Wincott;Michael Madsen;Josh Evans;Costas Mandylor;Dennis Burkley
Sex Tape;Cameron Diaz;Jason Segel;Rob Corddry;Ellie Kemper;Rob Lowe;Nat Faxon;Nancy Lenehan;Giselle Eisenberg;Harrison Holzer;Sebastian Hedges Thomas
Hanging Up;Meg Ryan;Diane Keaton;Lisa Kudrow;Walter Matthau;Adam Arkin;Shaun Duke;Ann Bortolotti;Cloris Leachman;Maree Cheatham;Myndy Crist
Final Destination 5;Emma Bell;Nicholas D'Agosto;Miles Fisher;Ellen Wroe;Jacqueline MacInnes Wood;P. J. Byrne;Arlen Escarpeta;David Koechner;Courtney B. Vance;Tony Todd
Mickey Blue Eyes;Hugh Grant;James Caan;Jeanne Tripplehorn;Burt Young;James Fox;Joe Viterelli;Gerry Becker;Maddie Corman;Tony Darrow;Paul Lazar
Pay It Forward;Kevin Spacey;Helen Hunt;Haley Joel Osment;Jay Mohr;Jim Caviezel;Jon Bon Jovi;Angie Dickinson;David Ramsey;Gary Werntz;Colleen Flynn
Fever Pitch;Drew Barrymore;Jimmy Fallon;Jason Spevack;Jack Kehler;Maureen Keiller;Daniel Greene;Ione Skye;Marissa Jaret Winokur;KaDee Strickland;JoBeth Williams
Drillbit Taylor;Owen Wilson;Leslie Mann;Josh Peck;David Dorfman;Nate Hartley;Alex Frost;Troy Gentile;Casey Boersma;Dylan Boersma;Lisa Ann Walter
A Million Ways to Die in the West;Seth MacFarlane;Charlize Theron;Liam Neeson;Amanda Seyfried;Neil Patrick Harris;Giovanni Ribisi;Sarah Silverman;Christopher Hagen;Wes Studi;Matt Clark
The Shadow;Alec Baldwin;John Lone;Penelope Ann Miller;Peter Boyle;Ian McKellen;Tim Curry;Jonathan Winters;Sab Shimono;Brady Tsurutani;James Hong
Extremely Loud & Incredibly Close;Thomas Horn;Tom Hanks;Sandra Bullock;Max von Sydow;John Goodman;Viola Davis;Jeffrey Wright;Zoe Caldwell;Hazelle Goodman;Adrian Martinez
Morning Glory;Rachel McAdams;Harrison Ford;Patrick Wilson;Jeff Goldblum;Diane Keaton;50 Cent;Arden Myrin;Noah Bean;Vanessa Aspillaga;Jeff Hiller
Get Rich or Die Tryin';50 Cent;Joy Bryant;Adewale Akinnuoye-Agbaje;Omar Benson Miller;Terrence Howard;Viola Davis;Ashley Walters;Tory Kittles;Marc John Jefferies;Sullivan Walker
The Art of War;Wesley Snipes;Donald Sutherland;Maury Chaykin;Anne Archer;Michael Biehn;Cary-Hiroyuki Tagawa;Marie Matiko;;;
Rent;Anthony Rapp;Adam Pascal;Rosario Dawson;Jesse L. Martin;Wilson Jermaine Heredia;Idina Menzel;Tracie Thoms;Taye Diggs;Aaron Lohr;Daniel London
Bless the Child;Kim Basinger;Angela Bettis;Holliston Coleman;Rufus Sewell;Christina Ricci;Jimmy Smits;Michael Gaston;Lumi Cavazos;Dimitra Arliss;Eugene Lipinski
The Out-of-Towners;Steve Martin;Goldie Hawn;John Cleese;Mark McKinney;Jessica Cauffiel;Charlie Dell;Tom Riis Farrell;Cynthia Nixon;Josh Mostel;Anne Haney
The Island of Dr. Moreau;Marlon Brando;Val Kilmer;David Thewlis;Fairuza Balk;Daniel Rigney;Temuera Morrison;Nelson de la Rosa;Peter Elliott;Mark Dacascos;Ron Perlman
The Musketeer;Catherine Deneuve;Mena Suvari;Stephen Rea;Tim Roth;Justin Chambers;Bill Treacher;Daniel Mesguich;David Schofield;Nick Moran;Steve Speirs
The Other Boleyn Girl;Natalie Portman;Scarlett Johansson;Eric Bana;Jim Sturgess;Kristin Scott Thomas;Mark Rylance;David Morrissey;Ana Torrent;Eddie Redmayne;Benedict Cumberbatch
Sweet November;Keanu Reeves;Charlize Theron;Jason Isaacs;Greg Germann;Lauren Graham;Michael Rosenbaum;Frank Langella;Robert Joy;Liam Aiken;Jason Kravits
The Reaping;Hilary Swank;David Morrissey;Idris Elba;AnnaSophia Robb;Stephen Rea;Andrea Frankle;William Ragsdale;John McConnell;David Jensen;Yvonne Landry
Mean Streets;Harvey Keitel;Robert De Niro;David Proval;Amy Robinson;Richard Romanus;Cesare Danova;Victor Argo;George Memmoli;Lenny Scaletta;Jean Bell
Renaissance Man;Danny DeVito;Mark Wahlberg;Gregory Hines;James Remar;Ed Begley Jr.;Lillo Brancato;Stacey Dash;Kadeem Hardison;Cliff Robertson;Richard T. Jones
Colombiana;Zoe Saldana;Cliff Curtis;Callum Blue;Michael Vartan;Lennie James;Amandla Stenberg;Graham McTavish;Jesse Borrego;Cynthia Addai-Robinson;Ofelia Medina
At First Sight;Val Kilmer;Mira Sorvino;Kelly McGillis;Steven Weber;Bruce Davison;Nathan Lane;Ken Howard;Laura Kirk;Drena De Niro;Margo Winkler
Torque;Martin Henderson;Ice Cube;Monet Mazur;Adam Scott;Matt Schulze;Jaime Pressly;Joseph Kahn;Jay Hernandez;Christina Milian;Faizon Love
City Hall;Al Pacino;John Cusack;Bridget Fonda;Danny Aiello;Martin Landau;David Paymer;Richard Schiff;;;
Showgirls;Elizabeth Berkley;Kyle MacLachlan;Gina Gershon;Glenn Plummer;Robert Davi;Alan Rachins;Gina Ravera;Lin Tucci;Greg Travis;Al Ruscio
Marie Antoinette;Kirsten Dunst;Jason Schwartzman;Judy Davis;Rip Torn;Rose Byrne;Asia Argento;Molly Shannon;Shirley Henderson;Danny Huston;Marianne Faithfull
Kiss of Death;David Caruso;Samuel L. Jackson;Nicolas Cage;Helen Hunt;Kathryn Erbe;Stanley Tucci;Michael Rapaport;Ving Rhames;Philip Baker Hall;Anthony Heald
Get Carter;Sylvester Stallone;Miranda Richardson;Rachael Leigh Cook;Mickey Rourke;Johnny Strong;Rhona Mitra;John C. McGinley;Alan Cumming;Michael Caine;Gretchen Mol
The Impossible;;;;;;;;;;
Ishtar;Warren Beatty;Dustin Hoffman;Isabelle Adjani;Charles Grodin;Jack Weston;Tess Harper;Carol Kane;Cristine Rose;Matt Frewer;Alex Hyde-White
Fantastic Mr. Fox;George Clooney;Meryl Streep;Jason Schwartzman;Bill Murray;Wallace Wolodarsky;Eric Chase Anderson;Michael Gambon;Willem Dafoe;Owen Wilson;Jarvis Cocker
Life or Something Like It;Angelina Jolie;Edward Burns;Tony Shalhoub;Christian Kane;Melissa Errico;Lisa Thornhill;Stockard Channing;Gregory Itzin;Max Baker;Christopher Shyer
Memoirs of an Invisible Man;Chevy Chase;Daryl Hannah;Sam Neill;Michael McKean;Stephen Tobolowsky;Jim Norton;Pat Skipper;Paul Perri;Richard Epcar;Steven Barr
Amélie;Audrey Tautou;Mathieu Kassovitz;Rufus;Jamel Debbouze;Claire Maurier;Isabelle Nanty;Dominique Pinon;Artus de Penguern;Yolande Moreau;Lorella Cravotta
New York Minute;Ashley Olsen;Mary-Kate Olsen;Eugene Levy;Andy Richter;Riley Smith;Drew Pinsky;Darrell Hammond;Andrea Martin;Bob Saget;Jack Osbourne
Alfie;Jude Law;Marisa Tomei;Omar Epps;Jane Krakowski;Jeff Harding;Sienna Miller;Nia Long;Susan Sarandon;Kevin Rahm;Max Morris
Big Miracle;Drew Barrymore;John Krasinski;Kristen Bell;Vinessa Shaw;Dermot Mulroney;Ted Danson;Kathy Baker;Tim Blake Nelson;Stephen Root;John Michael Higgins
The Deep End of the Ocean;Michelle Pfeiffer;Treat Williams;Whoopi Goldberg;Jonathan Jackson;Cory Buck;Ryan Merriman;Alexa PenaVega;Michael McGrady;Brenda Strong;Michael McElroy
Cirque du Freak: The Vampire's Assistant;John C. Reilly;Josh Hutcherson;Chris Massoglia;Patrick Fugit;Salma Hayek;Jessica Carlson;Michael Cerveris;Ray Stevenson;Morgan Saylor;Don McManus
Duplex;Ben Stiller;Drew Barrymore;Eileen Essell;Amber Valletta;Justin Theroux;Swoosie Kurtz;Jackie Sandler;Harvey Fierstein;James Remar;Robert Wisdom
Raise the Titanic;M. Emmet Walsh;Richard Jordan;David Selby;Anne Archer;Alec Guinness;Bo Brundin;Jason Robards;Michael Ensign;Maurice Kowalewski;
Universal Soldier: The Return;Jean-Claude Van Damme;Kiana Tom;Bill Goldberg;Michael Jai White;Heidi Schanz;Xander Berkeley;Justin Lazard;Daniel von Bargen;James Black;Karis Paige Bryant
Pandorum;Ben Foster;Dennis Quaid;Cam Gigandet;Antje Traue;Cung Le;Eddie Rouse;Norman Reedus;Friederike Kempter;Niels-Bruno Schmidt;Asia Luna Mohmand
Impostor;;;;;;;;;;
Extreme Ops;Devon Sawa;Bridgette Wilson;Rufus Sewell;Rupert Graves;Heino Ferch;Joe Absolom;Jana Pallaske;Jean-Pierre Castaldi;Liliana Komorowska;
Just Visiting;Jean Reno;Christina Applegate;Christian Clavier;Matt Ross;Tara Reid;Bridgette Wilson;John Aylward;Malcolm McDowell;George Plimpton;Sarah Badel
Sunshine;Cillian Murphy;Rose Byrne;Chris Evans;Michelle Yeoh;Cliff Curtis;Hiroyuki Sanada;Troy Garity;Benedict Wong;Mark Strong;Chipo Chung
A Thousand Words;Eddie Murphy;Allison Janney;Cliff Curtis;Clark Duke;Kerry Washington;Emanuel Ragsdale;Jill Basey;Greg Collins;Robert LeQuang;Michael G. Wilkinson
Delgo;Freddie Prinze Jr.;Jennifer Love Hewitt;Val Kilmer;Anne Bancroft;Chris Kattan;Malcolm McDowell;Michael Clarke Duncan;Louis Gossett, Jr.;Eric Idle;Burt Reynolds
The Gunman;Sean Penn;Jasmine Trinca;Javier Bardem;Ray Winstone;Mark Rylance;Idris Elba;Billy Billingham;Daniel Adegboyega;Ade Oyefeso;Sarah Moyle
Disturbia;Shia LaBeouf;Sarah Roemer;Carrie-Anne Moss;David Morse;Aaron Yoo;Jose Pablo Cantillo;Matt Craven;Viola Davis;Brandon Caruso;Luciano Rauso
Hackers;Jonny Lee Miller;Angelina Jolie;Jesse Bradford;Matthew Lillard;Renoly Santiago;Fisher Stevens;Alberta Watson;Laurence Mason;Lorraine Bracco;Wendell Pierce
The Hunting Party;Richard Gere;Terrence Howard;James Brolin;Diane Kruger;Jesse Eisenberg;Mark Ivanir;Lejla Hadzimuratovic;Kristina Krepela;Dylan Baker;
The Hudsucker Proxy;Tim Robbins;Jennifer Jason Leigh;Paul Newman;Charles Durning;John Mahoney;Jim True-Frost;Bill Cobbs;Bruce Campbell;Harry Bugin;Joe Grifasi
The Warlords;Jet Li;Andy Lau;Takeshi Kaneshiro;Xu Jinglei;Wei Zongwan;Gu Bao-Ming;Wang Kuirong;Zhou Bo;Guo Xiaodong;Shi Zhao-Qi
Nomad: The Warrior;Kuno Becker;Jay Hernandez;Jason Scott Lee;Doskhan Zholzhaksynov;Ayanat Ksenbai;Mark Dacascos;Aziz Beyshenaliev;Erik Zholzhaksynov;Dilnaz Akhmadieva;
Snowpiercer;Chris Evans;Song Kang-ho;Ed Harris;John Hurt;Tilda Swinton;Jamie Bell;Octavia Spencer;Ewen Bremner;Ko Ah-sung;Alison Pill
The Crow;Brandon Lee;Rochelle Davis;Ernie Hudson;Michael Wincott;Bai Ling;Sofia Shinas;Anna Levine;David Patrick Kelly;Angel David;Laurence Mason
The Time Traveler's Wife;Eric Bana;Rachel McAdams;Michelle Nolden;Arliss Howard;Ron Livingston;Brian Bisson;Maggie Castle;Fiona Reid;Philip Craig;Alex Ferris
Frankenweenie;Charlie Tahan;Catherine O'Hara;Martin Short;Martin Landau;Atticus Shaffer;Winona Ryder;Robert Capron;James Hiroyuki Liao;Conchata Ferrell;Tom Kenny
Serenity;;;;;;;;;;
Against the Ropes;Meg Ryan;Tony Shalhoub;Joe Cortese;Kerry Washington;Omar Epps;Charles S. Dutton;Tim Daly;;;
Superman III;Christopher Reeve;Richard Pryor;Jackie Cooper;Marc McClure;Annette O'Toole;Annie Ross;Pamela Stephenson;Robert Vaughn;Margot Kidder;Gavin O'Herlihy
Grudge Match;Robert De Niro;Sylvester Stallone;Alan Arkin;Jon Bernthal;Kevin Hart;Kim Basinger;LL Cool J;Judd Lormand;Nicole Andrews;Han Soto
Red Cliff;Chang Chen;Hu Jun;Tony Leung Chiu-Wai;Takeshi Kaneshiro;Song Jia;Zhao Wei;Zhang Fengyi;Lin Chi-Ling;Shidou Nakamura;You Yong
Sweet Home Alabama;Reese Witherspoon;Josh Lucas;Patrick Dempsey;Candice Bergen;Rhona Mitra;Deborah Duke;Fred Ward;Mary Kay Place;Kevin Sussman;Melanie Lynskey
The Ugly Truth;Katherine Heigl;Gerard Butler;Eric Winter;Bree Turner;Nick Searcy;Jesse D. Goins;Cheryl Hines;John Michael Higgins;Noah Matthews;Bonnie Somerville
Sgt. Bilko;Steve Martin;Dan Aykroyd;Phil Hartman;Glenne Headly;Daryl Mitchell;Chris Rock;Mitchell Whitfield;Eric Edwards;Austin Pendleton;Debra Jo Rupp
Star Trek: Generations;Patrick Stewart;Jonathan Frakes;Brent Spiner;LeVar Burton;Michael Dorn;Gates McFadden;Marina Sirtis;William Shatner;James Doohan;Walter Koenig
The Grandmaster;Tony Leung Chiu-Wai;Zhang Ziyi;Song Hye-kyo;Chang Chen;Zhao Benshan;Cung Le;Yuen Woo-ping;Wang Qingxiang;Zhang Jin;Julian Cheung
Water for Elephants;Robert Pattinson;Reese Witherspoon;Christoph Waltz;Tatum Etheridge;Hal Holbrook;Richard Brake;Paul Schneider;Sam Anderson;William Morse;Jim Norton
The Hurricane;Denzel Washington;Vicellous Reon Shannon;Deborah Kara Unger;Liev Schreiber;John Hannah;Dan Hedaya;Debbi Morgan;Clancy Brown;David Paymer;Harris Yulin
Enough;Jennifer Lopez;Billy Campbell;Juliette Lewis;Dan Futterman;Fred Ward;Bill Cobbs;Jeff Kober;Bruce A. Young;Tessa Allen;Christopher Maher
Heartbreakers;Sigourney Weaver;Jennifer Love Hewitt;Gene Hackman;Ray Liotta;Jason Lee;Anne Bancroft;Stacey Travis;Jeffrey Jones;Nora Dunn;Sarah Silverman
Paul Blart: Mall Cop 2;Kevin James;Raini Rodriguez;Daniella Alonso;Neal McDonough;David Henrie;D.B. Woodside;Nicholas Turturro;Loni Love;Gary Valentine;Ana Gasteyer
Angel Eyes;Jennifer Lopez;Jim Caviezel;Jeremy Sisto;Terrence Howard;Victor Argo;Monet Mazur;Shirley Knight;Daniel Magder;Guylaine St-Onge;Connor McAuley
Joe Somebody;Tim Allen;Julie Bowen;Kelly Lynch;Greg Germann;Jim Belushi;Hayden Panettiere;Patrick Warburton;Ken Marino;Wolfgang Bodison;Cristi Conaway
The Ninth Gate;Johnny Depp;Frank Langella;Lena Olin;Emmanuelle Seigner;Barbara Jefford;Jack Taylor;James Russo;Willy Holt;Allen Garfield;Tony Amoni
Extreme Measures;Hugh Grant;Gene Hackman;Sarah Jessica Parker;David Morse;Bill Nunn;John Toles-Bey;Paul Guilfoyle;Debra Monk;Shaun Austin-Olsen;J.K. Simmons
Rock Star;Mark Wahlberg;Jennifer Aniston;Jason Flemyng;Dominic West;Jason Bonham;Zakk Wylde;Jeff Pilson;Timothy Olyphant;Beth Grant;Timothy Spall
Precious;Gabourey Sidibe;Mo'Nique;Paula Patton;Mariah Carey;Lenny Kravitz;Sherri Shepherd;Stephanie Andujar;Chyna Layne;Amina Robinson;Xosha Roquemore
White Squall;Jeff Bridges;Caroline Goodall;John Savage;Scott Wolf;Jeremy Sisto;Ryan Phillippe;David Lascher;David Lascher;Eric Michael Cole;Jason Marsden
The Thing;Kurt Russell;Keith David;Wilford Brimley;Donald Moffat;Richard Dysart;Charles Hallahan;T. K. Carter;David Clennon;Peter Maloney;Richard Masur
Riddick;Vin Diesel;Karl Urban;Katee Sackhoff;Bokeem Woodbine;Nolan Gerard Funk;Noah Danby;Keri Hilson;Neil Napier;Dave Bautista;Matthew Nable
Switchback;Dennis Quaid;Danny Glover;R. Lee Ermey;Claudia Stedelin;Brent Hinkley;Jared Leto;Ian Nelson;Walton Goggins;Ted Levine;Louis Schaefer
Texas Rangers;James Van Der Beek;Rachael Leigh Cook;Ashton Kutcher;Dylan McDermott;Usher Raymond;Tom Skerritt;Randy Travis;Leonor Varela;Brian Martell;Alfred Molina
City of Ember;Saoirse Ronan;Harry Treadaway;Mary Kay Place;Bill Murray;Martin Landau;Toby Jones;Tim Robbins;David Ryall;Ian McElhinney;B.J. Hogg
The Master;Joaquin Phoenix;Philip Seymour Hoffman;Amy Adams;Laura Dern;Jesse Plemons;Ambyr Childers;Rami Malek;Madisen Beaty;Kevin J. O'Connor;Patty McCormack
The Express;Rob Brown;Dennis Quaid;Darrin Henson;Charles S. Dutton;Aunjanue Ellis;Omar Benson Miller;Clancy Brown;Chadwick Boseman;;
The 5th Wave;Nick Robinson;Alex Roe;Maika Monroe;Zackary Arthur;Liev Schreiber;Maria Bello;Maggie Siff;Ron Livingston;Talitha Bateman;Tony Revolori
Creed;Michael B. Jordan;Sylvester Stallone;Graham McTavish;Tessa Thompson;Hans Marrero;Will Blagrove;Tony Bellew;Ritchie Coster;Jacob 'Stitch' Duran;Malik Bazille
The Town;Ben Affleck;Rebecca Hall;Jeremy Renner;Jon Hamm;Blake Lively;Owen Burke;Titus Welliver;Pete Postlethwaite;Chris Cooper;Corena Chase
What to Expect When You're Expecting;Cameron Diaz;Jennifer Lopez;Elizabeth Banks;Anna Kendrick;Brooklyn Decker;Matthew Morrison;Rodrigo Santoro;Ben Falcone;Dennis Quaid;Chace Crawford
Burn After Reading;George Clooney;Frances McDormand;Brad Pitt;John Malkovich;Tilda Swinton;Richard Jenkins;Elizabeth Marvel;David Rasche;J.K. Simmons;Olek Krupa
Nim's Island;Abigail Breslin;Jodie Foster;Gerard Butler;Michael Carman;Mark Brady;Anthony Simcoe;Christopher James Baker;Maddison Joyce;Peter Callan;Rhonda Doyle
Rush;Chris Hemsworth;Olivia Wilde;Alexandra Maria Lara;Natalie Dormer;Christian McKay;Tom Wlaschiha;Pierfrancesco Favino;David Calder;Stephen Mangan;Alistair Petrie
Magnolia;Julianne Moore;William H. Macy;John C. Reilly;Tom Cruise;Philip Baker Hall;Philip Seymour Hoffman;Jason Robards;Alfred Molina;Melora Walters;Michael Bowen
Cop Out;Bruce Willis;Tracy Morgan;Seann William Scott;Michelle Trachtenberg;Jason Lee;Kevin Pollak;Adam Brody;Ana de la Reguera;Rashida Jones;Francie Swift
How to Be Single;Dakota Johnson;Rebel Wilson;Alison Brie;Nicholas Braun;Damon Wayans Jr.;Anders Holm;Jake Lacy;Jason Mantzoukas;Leslie Mann;Maria Breyman
Dolphin Tale;Morgan Freeman;Ashley Judd;Harry Connick Jr.;Nathan Gamble;Kris Kristofferson;Ray McKinnon;Frances Sternhagen;Cozi Zuehlsdorff;Nicholas Turner Martin;Carlos Jorge Guerrero
Twilight;Kristen Stewart;Robert Pattinson;Billy Burke;Taylor Lautner;Peter Facinelli;Ashley Greene;Jackson Rathbone;Elizabeth Reaser;Kellan Lutz;Nikki Reed
John Q;Denzel Washington;Robert Duvall;Anne Heche;Kimberly Elise;Daniel E. Smith;Larissa Laskin;James Woods;Ethan Suplee;Shawn Hatosy;Heather Wahlquist
Blue Streak;Martin Lawrence;Luke Wilson;Dave Chappelle;Peter Greene;Nicole Ari Parker;William Forsythe;Graham Beckel;Robert Miranda;Olek Krupa;Saverio Guerra
